"subj" "item" "condition" "rt" "rcpos"
"57024" "50.dat" 17 "b" 275 "1"
"57025" "50.dat" 17 "b" 458 "2"
"57026" "50.dat" 17 "b" 236 "3"
"57027" "50.dat" 17 "b" 222 "4"
"57028" "50.dat" 17 "b" 263 "5"
"57088" "50.dat" 2 "c" 267 "1"
"57089" "50.dat" 2 "c" 314 "2"
"57090" "50.dat" 2 "c" 333 "3"
"57091" "50.dat" 2 "c" 311 "4"
"57092" "50.dat" 2 "c" 341 "5"
"57132" "50.dat" 10 "c" 770 "1"
"57133" "50.dat" 10 "c" 284 "2"
"57134" "50.dat" 10 "c" 395 "3"
"57135" "50.dat" 10 "c" 257 "4"
"57136" "50.dat" 10 "c" 304 "5"
"572271" "50.dat" 23 "d" 335 "1"
"572281" "50.dat" 23 "d" 619 "2"
"572291" "50.dat" 23 "d" 499 "3"
"572301" "50.dat" 23 "d" 731 "4"
"572311" "50.dat" 23 "d" 390 "5"
"57300" "50.dat" 11 "d" 290 "1"
"57301" "50.dat" 11 "d" 289 "2"
"57302" "50.dat" 11 "d" 280 "3"
"57303" "50.dat" 11 "d" 300 "4"
"57304" "50.dat" 11 "d" 240 "5"
"573331" "50.dat" 5 "b" 376 "1"
"573341" "50.dat" 5 "b" 297 "2"
"573351" "50.dat" 5 "b" 332 "3"
"57336" "50.dat" 5 "b" 262 "4"
"57337" "50.dat" 5 "b" 384 "5"
"57381" "50.dat" 12 "a" 302 "1"
"57382" "50.dat" 12 "a" 431 "2"
"573831" "50.dat" 12 "a" 247 "3"
"573841" "50.dat" 12 "a" 299 "4"
"573851" "50.dat" 12 "a" 377 "5"
"57428" "50.dat" 20 "a" 338 "1"
"57429" "50.dat" 20 "a" 433 "2"
"57430" "50.dat" 20 "a" 342 "3"
"57431" "50.dat" 20 "a" 287 "4"
"57432" "50.dat" 20 "a" 305 "5"
"57452" "50.dat" 21 "b" 318 "1"
"57453" "50.dat" 21 "b" 353 "2"
"57454" "50.dat" 21 "b" 294 "3"
"57455" "50.dat" 21 "b" 278 "4"
"57456" "50.dat" 21 "b" 361 "5"
"575801" "51.dat" 2 "d" 720 "1"
"575811" "51.dat" 2 "d" 681 "2"
"575821" "51.dat" 2 "d" 469 "3"
"575831" "51.dat" 2 "d" 415 "4"
"575841" "51.dat" 2 "d" 432 "5"
"576391" "51.dat" 22 "d" 563 "1"
"576401" "51.dat" 22 "d" 548 "2"
"576411" "51.dat" 22 "d" 487 "3"
"576421" "51.dat" 22 "d" 946 "4"
"576431" "51.dat" 22 "d" 470 "5"
"57661" "51.dat" 6 "d" 620 "1"
"57662" "51.dat" 6 "d" 630 "2"
"57663" "51.dat" 6 "d" 722 "3"
"576641" "51.dat" 6 "d" 2228 "4"
"576651" "51.dat" 6 "d" 508 "5"
"578241" "51.dat" 10 "d" 622 "1"
"578251" "51.dat" 10 "d" 1320 "2"
"578261" "51.dat" 10 "d" 415 "3"
"578271" "51.dat" 10 "d" 596 "4"
"578281" "51.dat" 10 "d" 920 "5"
"57912" "51.dat" 13 "c" 527 "1"
"57913" "51.dat" 13 "c" 483 "2"
"57914" "51.dat" 13 "c" 1917 "3"
"57915" "51.dat" 13 "c" 814 "4"
"57916" "51.dat" 13 "c" 528 "5"
"57943" "51.dat" 18 "d" 584 "1"
"57944" "51.dat" 18 "d" 805 "2"
"57945" "51.dat" 18 "d" 465 "3"
"57946" "51.dat" 18 "d" 515 "4"
"57947" "51.dat" 18 "d" 1022 "5"
"58013" "51.dat" 4 "b" 748 "1"
"58014" "51.dat" 4 "b" 792 "2"
"58015" "51.dat" 4 "b" 1015 "3"
"58016" "51.dat" 4 "b" 478 "4"
"58017" "51.dat" 4 "b" 701 "5"
"58047" "51.dat" 7 "a" 1489 "1"
"58048" "51.dat" 7 "a" 544 "2"
"58049" "51.dat" 7 "a" 505 "3"
"58050" "51.dat" 7 "a" 683 "4"
"58051" "51.dat" 7 "a" 855 "5"
"58091" "51.dat" 16 "b" 369 "1"
"58092" "51.dat" 16 "b" 351 "2"
"58093" "51.dat" 16 "b" 555 "3"
"58094" "51.dat" 16 "b" 548 "4"
"58095" "51.dat" 16 "b" 704 "5"
"58136" "51.dat" 11 "a" 592 "1"
"58137" "51.dat" 11 "a" 436 "2"
"58138" "51.dat" 11 "a" 411 "3"
"58139" "51.dat" 11 "a" 379 "4"
"58140" "51.dat" 11 "a" 364 "5"
"58157" "51.dat" 3 "a" 535 "1"
"58158" "51.dat" 3 "a" 490 "2"
"58159" "51.dat" 3 "a" 341 "3"
"58160" "51.dat" 3 "a" 438 "4"
"58161" "51.dat" 3 "a" 344 "5"
"58199" "51.dat" 23 "a" 2279 "1"
"58200" "51.dat" 23 "a" 479 "2"
"58201" "51.dat" 23 "a" 394 "3"
"58202" "51.dat" 23 "a" 670 "4"
"58203" "51.dat" 23 "a" 432 "5"
"58274" "51.dat" 5 "c" 715 "1"
"58275" "51.dat" 5 "c" 409 "2"
"582761" "51.dat" 5 "c" 381 "3"
"582771" "51.dat" 5 "c" 453 "4"
"582781" "51.dat" 5 "c" 383 "5"
"583081" "51.dat" 15 "a" 810 "1"
"583091" "51.dat" 15 "a" 436 "2"
"583101" "51.dat" 15 "a" 322 "3"
"583111" "51.dat" 15 "a" 194 "4"
"58312" "51.dat" 15 "a" 1116 "5"
"58357" "51.dat" 12 "b" 867 "1"
"58358" "51.dat" 12 "b" 513 "2"
"58359" "51.dat" 12 "b" 354 "3"
"58360" "51.dat" 12 "b" 351 "4"
"58361" "51.dat" 12 "b" 557 "5"
"58378" "51.dat" 20 "b" 590 "1"
"58379" "51.dat" 20 "b" 452 "2"
"58380" "51.dat" 20 "b" 325 "3"
"58381" "51.dat" 20 "b" 323 "4"
"58382" "51.dat" 20 "b" 431 "5"
"58430" "51.dat" 17 "c" 647 "1"
"58431" "51.dat" 17 "c" 501 "2"
"58432" "51.dat" 17 "c" 1344 "3"
"58433" "51.dat" 17 "c" 435 "4"
"58434" "51.dat" 17 "c" 438 "5"
"58451" "51.dat" 24 "b" 471 "1"
"58452" "51.dat" 24 "b" 539 "2"
"58453" "51.dat" 24 "b" 367 "3"
"58454" "51.dat" 24 "b" 217 "4"
"58455" "51.dat" 24 "b" 603 "5"
"585131" "51.dat" 8 "b" 358 "1"
"585141" "51.dat" 8 "b" 392 "2"
"585151" "51.dat" 8 "b" 401 "3"
"585161" "51.dat" 8 "b" 710 "4"
"585171" "51.dat" 8 "b" 847 "5"
"58553" "51.dat" 1 "c" 693 "1"
"58554" "51.dat" 1 "c" 798 "2"
"58555" "51.dat" 1 "c" 561 "3"
"58556" "51.dat" 1 "c" 332 "4"
"58557" "51.dat" 1 "c" 480 "5"
"58626" "51.dat" 9 "c" 595 "1"
"58627" "51.dat" 9 "c" 453 "2"
"58628" "51.dat" 9 "c" 290 "3"
"58629" "51.dat" 9 "c" 322 "4"
"58630" "51.dat" 9 "c" 365 "5"
"586611" "51.dat" 21 "c" 710 "1"
"586621" "51.dat" 21 "c" 1135 "2"
"58663" "51.dat" 21 "c" 691 "3"
"58664" "51.dat" 21 "c" 584 "4"
"58665" "51.dat" 21 "c" 405 "5"
"58694" "51.dat" 19 "a" 850 "1"
"58695" "51.dat" 19 "a" 670 "2"
"58696" "51.dat" 19 "a" 466 "3"
"58697" "51.dat" 19 "a" 432 "4"
"58698" "51.dat" 19 "a" 420 "5"
"58718" "51.dat" 14 "d" 686 "1"
"58719" "51.dat" 14 "d" 920 "2"
"58720" "51.dat" 14 "d" 383 "3"
"58721" "51.dat" 14 "d" 397 "4"
"58722" "51.dat" 14 "d" 336 "5"
"58823" "52.dat" 4 "c" 1880 "1"
"58824" "52.dat" 4 "c" 625 "2"
"58825" "52.dat" 4 "c" 730 "3"
"58826" "52.dat" 4 "c" 817 "4"
"58827" "52.dat" 4 "c" 558 "5"
"58854" "52.dat" 6 "a" 458 "1"
"58855" "52.dat" 6 "a" 633 "2"
"58856" "52.dat" 6 "a" 540 "3"
"58857" "52.dat" 6 "a" 946 "4"
"58858" "52.dat" 6 "a" 884 "5"
"58877" "52.dat" 21 "d" 969 "1"
"58878" "52.dat" 21 "d" 1767 "2"
"58879" "52.dat" 21 "d" 634 "3"
"58880" "52.dat" 21 "d" 2681 "4"
"58881" "52.dat" 21 "d" 471 "5"
"588971" "52.dat" 1 "d" 787 "1"
"588981" "52.dat" 1 "d" 2550 "2"
"58899" "52.dat" 1 "d" 655 "3"
"58900" "52.dat" 1 "d" 523 "4"
"58901" "52.dat" 1 "d" 572 "5"
"58963" "52.dat" 9 "d" 1476 "1"
"58964" "52.dat" 9 "d" 978 "2"
"58965" "52.dat" 9 "d" 367 "3"
"58966" "52.dat" 9 "d" 817 "4"
"58967" "52.dat" 9 "d" 493 "5"
"58994" "52.dat" 2 "a" 487 "1"
"58995" "52.dat" 2 "a" 588 "2"
"58996" "52.dat" 2 "a" 438 "3"
"589971" "52.dat" 2 "a" 1463 "4"
"589981" "52.dat" 2 "a" 1372 "5"
"59050" "52.dat" 13 "d" 2201 "1"
"59051" "52.dat" 13 "d" 3160 "2"
"59052" "52.dat" 13 "d" 364 "3"
"59053" "52.dat" 13 "d" 5169 "4"
"59054" "52.dat" 13 "d" 459 "5"
"590841" "52.dat" 19 "b" 461 "1"
"590851" "52.dat" 19 "b" 659 "2"
"590861" "52.dat" 19 "b" 404 "3"
"59087" "52.dat" 19 "b" 651 "4"
"59088" "52.dat" 19 "b" 471 "5"
"591821" "52.dat" 20 "c" 1283 "1"
"591831" "52.dat" 20 "c" 627 "2"
"591841" "52.dat" 20 "c" 646 "3"
"591851" "52.dat" 20 "c" 989 "4"
"591861" "52.dat" 20 "c" 566 "5"
"59245" "52.dat" 16 "c" 884 "1"
"59246" "52.dat" 16 "c" 843 "2"
"59247" "52.dat" 16 "c" 430 "3"
"59248" "52.dat" 16 "c" 844 "4"
"59249" "52.dat" 16 "c" 924 "5"
"59315" "52.dat" 10 "a" 451 "1"
"59316" "52.dat" 10 "a" 701 "2"
"59317" "52.dat" 10 "a" 366 "3"
"59318" "52.dat" 10 "a" 475 "4"
"59319" "52.dat" 10 "a" 1634 "5"
"59364" "52.dat" 5 "d" 1656 "1"
"59365" "52.dat" 5 "d" 515 "2"
"59366" "52.dat" 5 "d" 456 "3"
"59367" "52.dat" 5 "d" 414 "4"
"59368" "52.dat" 5 "d" 493 "5"
"59410" "52.dat" 15 "b" 460 "1"
"59411" "52.dat" 15 "b" 922 "2"
"59412" "52.dat" 15 "b" 499 "3"
"59413" "52.dat" 15 "b" 892 "4"
"59414" "52.dat" 15 "b" 583 "5"
"59442" "52.dat" 24 "c" 606 "1"
"59443" "52.dat" 24 "c" 937 "2"
"59444" "52.dat" 24 "c" 444 "3"
"59445" "52.dat" 24 "c" 857 "4"
"59446" "52.dat" 24 "c" 1924 "5"
"59478" "52.dat" 22 "a" 363 "1"
"59479" "52.dat" 22 "a" 555 "2"
"59480" "52.dat" 22 "a" 488 "3"
"59481" "52.dat" 22 "a" 429 "4"
"59482" "52.dat" 22 "a" 527 "5"
"59503" "52.dat" 7 "b" 373 "1"
"59504" "52.dat" 7 "b" 511 "2"
"59505" "52.dat" 7 "b" 334 "3"
"59506" "52.dat" 7 "b" 370 "4"
"595071" "52.dat" 7 "b" 554 "5"
"59552" "52.dat" 17 "d" 455 "1"
"59553" "52.dat" 17 "d" 714 "2"
"59554" "52.dat" 17 "d" 364 "3"
"59555" "52.dat" 17 "d" 451 "4"
"59556" "52.dat" 17 "d" 515 "5"
"595711" "52.dat" 18 "a" 436 "1"
"59572" "52.dat" 18 "a" 671 "2"
"59573" "52.dat" 18 "a" 371 "3"
"59574" "52.dat" 18 "a" 406 "4"
"59575" "52.dat" 18 "a" 677 "5"
"59625" "52.dat" 3 "b" 344 "1"
"59626" "52.dat" 3 "b" 445 "2"
"59627" "52.dat" 3 "b" 608 "3"
"59628" "52.dat" 3 "b" 385 "4"
"596291" "52.dat" 3 "b" 429 "5"
"596861" "52.dat" 8 "c" 527 "1"
"596871" "52.dat" 8 "c" 918 "2"
"596881" "52.dat" 8 "c" 432 "3"
"596891" "52.dat" 8 "c" 819 "4"
"596901" "52.dat" 8 "c" 483 "5"
"59729" "52.dat" 12 "c" 831 "1"
"59730" "52.dat" 12 "c" 1096 "2"
"59731" "52.dat" 12 "c" 454 "3"
"59732" "52.dat" 12 "c" 650 "4"
"59733" "52.dat" 12 "c" 621 "5"
"59833" "52.dat" 11 "b" 412 "1"
"59834" "52.dat" 11 "b" 579 "2"
"598351" "52.dat" 11 "b" 381 "3"
"598361" "52.dat" 11 "b" 505 "4"
"598371" "52.dat" 11 "b" 669 "5"
"59868" "52.dat" 23 "b" 365 "1"
"59869" "52.dat" 23 "b" 589 "2"
"59870" "52.dat" 23 "b" 1911 "3"
"59871" "52.dat" 23 "b" 830 "4"
"59872" "52.dat" 23 "b" 692 "5"
"59924" "52.dat" 14 "a" 461 "1"
"59925" "52.dat" 14 "a" 495 "2"
"59926" "52.dat" 14 "a" 509 "3"
"59927" "52.dat" 14 "a" 548 "4"
"59928" "52.dat" 14 "a" 883 "5"
"60052" "53.dat" 17 "a" 557 "1"
"60053" "53.dat" 17 "a" 434 "2"
"60054" "53.dat" 17 "a" 626 "3"
"60055" "53.dat" 17 "a" 439 "4"
"60056" "53.dat" 17 "a" 1559 "5"
"60087" "53.dat" 1 "a" 623 "1"
"600881" "53.dat" 1 "a" 574 "2"
"600891" "53.dat" 1 "a" 1866 "3"
"600901" "53.dat" 1 "a" 464 "4"
"600911" "53.dat" 1 "a" 1781 "5"
"60187" "53.dat" 10 "b" 490 "1"
"60188" "53.dat" 10 "b" 2981 "2"
"60189" "53.dat" 10 "b" 364 "3"
"60190" "53.dat" 10 "b" 660 "4"
"60191" "53.dat" 10 "b" 1077 "5"
"60222" "53.dat" 16 "d" 594 "1"
"60223" "53.dat" 16 "d" 1057 "2"
"60224" "53.dat" 16 "d" 377 "3"
"60225" "53.dat" 16 "d" 639 "4"
"60226" "53.dat" 16 "d" 2665 "5"
"60253" "53.dat" 6 "b" 493 "1"
"60254" "53.dat" 6 "b" 483 "2"
"60255" "53.dat" 6 "b" 321 "3"
"60256" "53.dat" 6 "b" 563 "4"
"60257" "53.dat" 6 "b" 1977 "5"
"602751" "53.dat" 9 "a" 382 "1"
"602761" "53.dat" 9 "a" 361 "2"
"602771" "53.dat" 9 "a" 296 "3"
"602781" "53.dat" 9 "a" 422 "4"
"602791" "53.dat" 9 "a" 486 "5"
"60337" "53.dat" 24 "d" 396 "1"
"60338" "53.dat" 24 "d" 587 "2"
"60339" "53.dat" 24 "d" 880 "3"
"60340" "53.dat" 24 "d" 1145 "4"
"60341" "53.dat" 24 "d" 2709 "5"
"603831" "53.dat" 3 "c" 911 "1"
"603841" "53.dat" 3 "c" 570 "2"
"603851" "53.dat" 3 "c" 307 "3"
"603861" "53.dat" 3 "c" 1566 "4"
"60387" "53.dat" 3 "c" 371 "5"
"60415" "53.dat" 22 "b" 605 "1"
"60416" "53.dat" 22 "b" 653 "2"
"60417" "53.dat" 22 "b" 350 "3"
"60418" "53.dat" 22 "b" 338 "4"
"60419" "53.dat" 22 "b" 1072 "5"
"60450" "53.dat" 2 "b" 429 "1"
"60451" "53.dat" 2 "b" 599 "2"
"60452" "53.dat" 2 "b" 319 "3"
"60453" "53.dat" 2 "b" 326 "4"
"60454" "53.dat" 2 "b" 2084 "5"
"60544" "53.dat" 18 "b" 665 "1"
"60545" "53.dat" 18 "b" 463 "2"
"60546" "53.dat" 18 "b" 324 "3"
"60547" "53.dat" 18 "b" 304 "4"
"60548" "53.dat" 18 "b" 462 "5"
"60618" "53.dat" 15 "c" 557 "1"
"60619" "53.dat" 15 "c" 524 "2"
"606201" "53.dat" 15 "c" 377 "3"
"606211" "53.dat" 15 "c" 3216 "4"
"606221" "53.dat" 15 "c" 417 "5"
"60640" "53.dat" 20 "d" 469 "1"
"60641" "53.dat" 20 "d" 391 "2"
"60642" "53.dat" 20 "d" 349 "3"
"60643" "53.dat" 20 "d" 411 "4"
"60644" "53.dat" 20 "d" 2944 "5"
"60659" "53.dat" 5 "a" 581 "1"
"60660" "53.dat" 5 "a" 473 "2"
"60661" "53.dat" 5 "a" 344 "3"
"60662" "53.dat" 5 "a" 1528 "4"
"60663" "53.dat" 5 "a" 484 "5"
"60684" "53.dat" 7 "c" 598 "1"
"60685" "53.dat" 7 "c" 515 "2"
"60686" "53.dat" 7 "c" 866 "3"
"60687" "53.dat" 7 "c" 2323 "4"
"60688" "53.dat" 7 "c" 404 "5"
"60758" "53.dat" 4 "d" 493 "1"
"60759" "53.dat" 4 "d" 521 "2"
"60760" "53.dat" 4 "d" 312 "3"
"60761" "53.dat" 4 "d" 2206 "4"
"60762" "53.dat" 4 "d" 421 "5"
"60780" "53.dat" 19 "c" 398 "1"
"60781" "53.dat" 19 "c" 430 "2"
"60782" "53.dat" 19 "c" 464 "3"
"60783" "53.dat" 19 "c" 3059 "4"
"60784" "53.dat" 19 "c" 442 "5"
"60813" "53.dat" 23 "c" 1259 "1"
"60814" "53.dat" 23 "c" 423 "2"
"60815" "53.dat" 23 "c" 366 "3"
"60816" "53.dat" 23 "c" 2008 "4"
"60817" "53.dat" 23 "c" 648 "5"
"60879" "53.dat" 12 "d" 276 "1"
"60880" "53.dat" 12 "d" 470 "2"
"60881" "53.dat" 12 "d" 296 "3"
"60882" "53.dat" 12 "d" 443 "4"
"60883" "53.dat" 12 "d" 3749 "5"
"60932" "53.dat" 21 "a" 504 "1"
"60933" "53.dat" 21 "a" 453 "2"
"60934" "53.dat" 21 "a" 367 "3"
"60935" "53.dat" 21 "a" 380 "4"
"60936" "53.dat" 21 "a" 619 "5"
"609701" "53.dat" 8 "d" 376 "1"
"60971" "53.dat" 8 "d" 458 "2"
"60972" "53.dat" 8 "d" 282 "3"
"60973" "53.dat" 8 "d" 407 "4"
"60974" "53.dat" 8 "d" 1607 "5"
"61011" "53.dat" 13 "a" 578 "1"
"61012" "53.dat" 13 "a" 364 "2"
"61013" "53.dat" 13 "a" 300 "3"
"61014" "53.dat" 13 "a" 451 "4"
"61015" "53.dat" 13 "a" 504 "5"
"61059" "53.dat" 14 "b" 478 "1"
"61060" "53.dat" 14 "b" 362 "2"
"61061" "53.dat" 14 "b" 308 "3"
"61062" "53.dat" 14 "b" 274 "4"
"61063" "53.dat" 14 "b" 461 "5"
"61159" "53.dat" 11 "c" 336 "1"
"61160" "53.dat" 11 "c" 289 "2"
"61161" "53.dat" 11 "c" 355 "3"
"61162" "53.dat" 11 "c" 2209 "4"
"61163" "53.dat" 11 "c" 334 "5"
"61309" "54.dat" 23 "d" 771 "1"
"61310" "54.dat" 23 "d" 2048 "2"
"61311" "54.dat" 23 "d" 745 "3"
"61312" "54.dat" 23 "d" 973 "4"
"61313" "54.dat" 23 "d" 903 "5"
"61332" "54.dat" 19 "d" 975 "1"
"61333" "54.dat" 19 "d" 3932 "2"
"61334" "54.dat" 19 "d" 451 "3"
"61335" "54.dat" 19 "d" 666 "4"
"61336" "54.dat" 19 "d" 635 "5"
"61378" "54.dat" 11 "d" 783 "1"
"61379" "54.dat" 11 "d" 1296 "2"
"61380" "54.dat" 11 "d" 640 "3"
"61381" "54.dat" 11 "d" 1754 "4"
"61382" "54.dat" 11 "d" 506 "5"
"614091" "54.dat" 7 "d" 960 "1"
"614101" "54.dat" 7 "d" 874 "2"
"614111" "54.dat" 7 "d" 512 "3"
"614121" "54.dat" 7 "d" 3778 "4"
"614131" "54.dat" 7 "d" 540 "5"
"61459" "54.dat" 18 "c" 819 "1"
"61460" "54.dat" 18 "c" 1320 "2"
"61461" "54.dat" 18 "c" 404 "3"
"61462" "54.dat" 18 "c" 1169 "4"
"61463" "54.dat" 18 "c" 646 "5"
"61549" "54.dat" 13 "b" 695 "1"
"61550" "54.dat" 13 "b" 750 "2"
"61551" "54.dat" 13 "b" 450 "3"
"61552" "54.dat" 13 "b" 420 "4"
"61553" "54.dat" 13 "b" 2218 "5"
"61622" "54.dat" 8 "a" 505 "1"
"61623" "54.dat" 8 "a" 570 "2"
"61624" "54.dat" 8 "a" 443 "3"
"61625" "54.dat" 8 "a" 719 "4"
"61626" "54.dat" 8 "a" 3162 "5"
"616731" "54.dat" 10 "c" 471 "1"
"616741" "54.dat" 10 "c" 693 "2"
"616751" "54.dat" 10 "c" 485 "3"
"616761" "54.dat" 10 "c" 1502 "4"
"616771" "54.dat" 10 "c" 478 "5"
"61695" "54.dat" 20 "a" 493 "1"
"61696" "54.dat" 20 "a" 463 "2"
"61697" "54.dat" 20 "a" 419 "3"
"61698" "54.dat" 20 "a" 697 "4"
"61699" "54.dat" 20 "a" 463 "5"
"61737" "54.dat" 14 "c" 653 "1"
"61738" "54.dat" 14 "c" 749 "2"
"61739" "54.dat" 14 "c" 550 "3"
"61740" "54.dat" 14 "c" 743 "4"
"61741" "54.dat" 14 "c" 493 "5"
"61830" "54.dat" 3 "d" 330 "1"
"61831" "54.dat" 3 "d" 494 "2"
"61832" "54.dat" 3 "d" 489 "3"
"61833" "54.dat" 3 "d" 1258 "4"
"61834" "54.dat" 3 "d" 466 "5"
"618941" "54.dat" 24 "a" 414 "1"
"618951" "54.dat" 24 "a" 488 "2"
"618961" "54.dat" 24 "a" 432 "3"
"61897" "54.dat" 24 "a" 428 "4"
"61898" "54.dat" 24 "a" 581 "5"
"61942" "54.dat" 21 "b" 914 "1"
"61943" "54.dat" 21 "b" 817 "2"
"61944" "54.dat" 21 "b" 428 "3"
"61945" "54.dat" 21 "b" 389 "4"
"61946" "54.dat" 21 "b" 361 "5"
"62020" "54.dat" 22 "c" 776 "1"
"62021" "54.dat" 22 "c" 616 "2"
"62022" "54.dat" 22 "c" 412 "3"
"62023" "54.dat" 22 "c" 367 "4"
"62024" "54.dat" 22 "c" 407 "5"
"62074" "54.dat" 1 "b" 396 "1"
"62075" "54.dat" 1 "b" 409 "2"
"62076" "54.dat" 1 "b" 346 "3"
"620771" "54.dat" 1 "b" 330 "4"
"620781" "54.dat" 1 "b" 558 "5"
"62120" "54.dat" 2 "c" 612 "1"
"62121" "54.dat" 2 "c" 487 "2"
"62122" "54.dat" 2 "c" 439 "3"
"62123" "54.dat" 2 "c" 521 "4"
"62124" "54.dat" 2 "c" 1296 "5"
"62156" "54.dat" 15 "d" 309 "1"
"62157" "54.dat" 15 "d" 486 "2"
"62158" "54.dat" 15 "d" 372 "3"
"62159" "54.dat" 15 "d" 400 "4"
"62160" "54.dat" 15 "d" 504 "5"
"62173" "54.dat" 4 "a" 764 "1"
"621741" "54.dat" 4 "a" 472 "2"
"621751" "54.dat" 4 "a" 655 "3"
"621761" "54.dat" 4 "a" 463 "4"
"621771" "54.dat" 4 "a" 507 "5"
"622271" "54.dat" 6 "c" 361 "1"
"622281" "54.dat" 6 "c" 2167 "2"
"622291" "54.dat" 6 "c" 485 "3"
"622301" "54.dat" 6 "c" 1052 "4"
"622311" "54.dat" 6 "c" 555 "5"
"62268" "54.dat" 17 "b" 356 "1"
"62269" "54.dat" 17 "b" 414 "2"
"62270" "54.dat" 17 "b" 307 "3"
"62271" "54.dat" 17 "b" 318 "4"
"62272" "54.dat" 17 "b" 361 "5"
"62313" "54.dat" 5 "b" 820 "1"
"62314" "54.dat" 5 "b" 803 "2"
"62315" "54.dat" 5 "b" 519 "3"
"62316" "54.dat" 5 "b" 457 "4"
"623171" "54.dat" 5 "b" 778 "5"
"62350" "54.dat" 12 "a" 627 "1"
"62351" "54.dat" 12 "a" 513 "2"
"62352" "54.dat" 12 "a" 470 "3"
"62353" "54.dat" 12 "a" 502 "4"
"62354" "54.dat" 12 "a" 481 "5"
"62402" "54.dat" 9 "b" 371 "1"
"62403" "54.dat" 9 "b" 417 "2"
"62404" "54.dat" 9 "b" 439 "3"
"62405" "54.dat" 9 "b" 478 "4"
"624061" "54.dat" 9 "b" 413 "5"
"62460" "54.dat" 16 "a" 480 "1"
"62461" "54.dat" 16 "a" 542 "2"
"62462" "54.dat" 16 "a" 336 "3"
"62463" "54.dat" 16 "a" 386 "4"
"62464" "54.dat" 16 "a" 375 "5"
"62557" "55.dat" 17 "c" 785 "1"
"62558" "55.dat" 17 "c" 668 "2"
"62559" "55.dat" 17 "c" 590 "3"
"62560" "55.dat" 17 "c" 717 "4"
"62561" "55.dat" 17 "c" 573 "5"
"625771" "55.dat" 5 "c" 730 "1"
"625781" "55.dat" 5 "c" 634 "2"
"625791" "55.dat" 5 "c" 609 "3"
"625801" "55.dat" 5 "c" 573 "4"
"625811" "55.dat" 5 "c" 815 "5"
"62599" "55.dat" 13 "c" 745 "1"
"62600" "55.dat" 13 "c" 921 "2"
"62601" "55.dat" 13 "c" 784 "3"
"62602" "55.dat" 13 "c" 715 "4"
"62603" "55.dat" 13 "c" 596 "5"
"62620" "55.dat" 16 "b" 879 "1"
"62621" "55.dat" 16 "b" 936 "2"
"62622" "55.dat" 16 "b" 641 "3"
"62623" "55.dat" 16 "b" 597 "4"
"62624" "55.dat" 16 "b" 652 "5"
"62641" "55.dat" 8 "b" 848 "1"
"62642" "55.dat" 8 "b" 677 "2"
"62643" "55.dat" 8 "b" 988 "3"
"62644" "55.dat" 8 "b" 929 "4"
"62645" "55.dat" 8 "b" 703 "5"
"626801" "55.dat" 2 "d" 1244 "1"
"626811" "55.dat" 2 "d" 2411 "2"
"626821" "55.dat" 2 "d" 520 "3"
"626831" "55.dat" 2 "d" 2235 "4"
"626841" "55.dat" 2 "d" 738 "5"
"62725" "55.dat" 4 "b" 1149 "1"
"62726" "55.dat" 4 "b" 1213 "2"
"62727" "55.dat" 4 "b" 765 "3"
"62728" "55.dat" 4 "b" 543 "4"
"62729" "55.dat" 4 "b" 648 "5"
"627591" "55.dat" 24 "b" 1128 "1"
"62760" "55.dat" 24 "b" 780 "2"
"62761" "55.dat" 24 "b" 759 "3"
"62762" "55.dat" 24 "b" 715 "4"
"62763" "55.dat" 24 "b" 709 "5"
"628721" "55.dat" 11 "a" 762 "1"
"628731" "55.dat" 11 "a" 694 "2"
"628741" "55.dat" 11 "a" 686 "3"
"628751" "55.dat" 11 "a" 790 "4"
"628761" "55.dat" 11 "a" 687 "5"
"629421" "55.dat" 7 "a" 998 "1"
"629431" "55.dat" 7 "a" 1132 "2"
"629441" "55.dat" 7 "a" 714 "3"
"629451" "55.dat" 7 "a" 764 "4"
"62946" "55.dat" 7 "a" 720 "5"
"63077" "55.dat" 20 "b" 678 "1"
"63078" "55.dat" 20 "b" 558 "2"
"63079" "55.dat" 20 "b" 552 "3"
"630801" "55.dat" 20 "b" 583 "4"
"630811" "55.dat" 20 "b" 594 "5"
"631411" "55.dat" 18 "d" 686 "1"
"631421" "55.dat" 18 "d" 902 "2"
"631431" "55.dat" 18 "d" 592 "3"
"631441" "55.dat" 18 "d" 546 "4"
"631451" "55.dat" 18 "d" 621 "5"
"63213" "55.dat" 12 "b" 520 "1"
"63214" "55.dat" 12 "b" 557 "2"
"63215" "55.dat" 12 "b" 502 "3"
"63216" "55.dat" 12 "b" 507 "4"
"63217" "55.dat" 12 "b" 505 "5"
"63262" "55.dat" 1 "c" 698 "1"
"632631" "55.dat" 1 "c" 734 "2"
"632641" "55.dat" 1 "c" 742 "3"
"632651" "55.dat" 1 "c" 867 "4"
"632661" "55.dat" 1 "c" 608 "5"
"63324" "55.dat" 23 "a" 629 "1"
"63325" "55.dat" 23 "a" 907 "2"
"63326" "55.dat" 23 "a" 563 "3"
"63327" "55.dat" 23 "a" 658 "4"
"63328" "55.dat" 23 "a" 575 "5"
"63348" "55.dat" 6 "d" 753 "1"
"63349" "55.dat" 6 "d" 609 "2"
"63350" "55.dat" 6 "d" 467 "3"
"63351" "55.dat" 6 "d" 530 "4"
